CELLLINE NAME	MCF7	MDA-MB-231	HS-578T	BT-549	T-47D	SF-268	SF-295	SF-539	SNB-19	SNB-75	U251	COLO-205	HCC-2998	HCT-116	HCT-15	HT29	KM12	SW-620	CCRF-CEM	HL-60(TB)	K-562	MOLT-4	RPMI-8226	SR	LOX-IMVI	MALME-3M	M14	SK-MEL-2	SK-MEL-28	SK-MEL-5	UACC-257	UACC-62	MDA-MB-435	A549/ATCC	EKVX	HOP-62	HOP-92	NCI-H226	NCI-H23	NCI-H322M	NCI-H460	NCI-H522	IGROV1	OVCAR-3	OVCAR-4	OVCAR-5	OVCAR-8	SK-OV-3	NCI/ADR-RES	PC-3	DU-145	786-0	A498	ACHN	CAKI-1	RXF-393	SN12C	TK-10	UO-31
UACC-257	0.0000 	0.8862 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.5762 	0.0000 	1.0000 	0.5443 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.8935 	0.7400 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.7970 	1.0000 	0.0000 	0.9635 	1.0000 	0.0000 	1.0000 	0.6806 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.9405 	0.0000 	1.0000 	0.0000 
UACC-62	0.4577 	0.2121 	0.8891 	0.8891 	0.9882 	0.4577 	0.0000 	0.7267 	0.4577 	0.0000 	0.6163 	0.4073 	0.0000 	0.4577 	0.4577 	0.4577 	0.4577 	0.4577 	0.0000 	0.0000 	0.4577 	0.0000 	0.8891 	0.0000 	0.2055 	0.6640 	0.0000 	0.8891 	0.8891 	0.8891 	0.0000 	1.0000 	0.8891 	0.4577 	0.0000 	0.5369 	0.0000 	0.4577 	0.0000 	0.0000 	0.4577 	0.0000 	0.3354 	0.4577 	0.0000 	0.0000 	0.0000 	0.0000 	0.4577 	0.4577 	0.4577 	0.0000 	0.0000 	0.0000 	0.0000 	0.3021 	0.4577 	0.0000 	0.8891 
MDA-MB-435	0.0000 	0.0000 	1.0000 	1.0000 	0.8086 	0.0000 	0.0000 	0.8173 	0.0000 	0.0000 	0.6932 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.6396 	0.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.8891 	1.0000 	0.0000 	0.0000 	0.6039 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.3398 	0.0000 	0.0000 	1.0000 
A549/ATCC	1.0000 	0.4633 	0.0000 	0.0000 	0.5884 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.8898 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.4490 	0.2082 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.4577 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.7327 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 
EKVX	0.0000 	0.8862 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.5762 	0.0000 	1.0000 	0.5443 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.8935 	0.7400 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.7970 	1.0000 	0.0000 	0.9635 	1.0000 	0.0000 	1.0000 	0.6806 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.9405 	0.0000 	1.0000 	0.0000 
HOP-62	0.0000 	0.7063 	0.6039 	0.6039 	0.4883 	0.0000 	0.7970 	0.9528 	0.0000 	0.7970 	0.8525 	0.0000 	0.7970 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.6039 	0.0000 	0.7122 	0.9761 	0.7970 	0.6039 	0.6039 	0.6039 	0.7970 	0.5369 	0.6039 	0.0000 	0.7970 	1.0000 	0.7970 	0.0000 	0.7679 	0.7970 	0.0000 	0.7970 	0.5424 	0.0000 	0.7970 	0.7970 	0.7970 	0.7970 	0.0000 	0.0000 	0.0000 	0.7970 	0.7970 	0.7970 	0.7970 	0.9548 	0.0000 	0.7970 	0.6039 
HOP-92	0.0000 	0.8862 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.5762 	0.0000 	1.0000 	0.5443 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.8935 	0.7400 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.7970 	1.0000 	0.0000 	0.9635 	1.0000 	0.0000 	1.0000 	0.6806 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.9405 	0.0000 	1.0000 	0.0000 
NCI-H226	1.0000 	0.4633 	0.0000 	0.0000 	0.5884 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.8898 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.4490 	0.2082 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.4577 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.7327 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 
NCI-H23	0.0000 	0.8538 	0.0000 	0.0000 	0.0000 	0.0000 	0.9635 	0.5552 	0.0000 	0.9635 	0.6510 	0.1222 	0.9635 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.2678 	0.2678 	0.0000 	0.2678 	0.0000 	0.2678 	0.8609 	0.7129 	0.9635 	0.0000 	0.0000 	0.0000 	0.9635 	0.0000 	0.0000 	0.0000 	0.9635 	0.7679 	0.9635 	0.0000 	1.0000 	0.9635 	0.0000 	0.9635 	0.6557 	0.0000 	0.9635 	0.9635 	0.9635 	0.9635 	0.0000 	0.0000 	0.0000 	0.9635 	0.9635 	0.9635 	0.9635 	0.9062 	0.0000 	0.9635 	0.0000 
NCI-H322M	0.0000 	0.8862 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.5762 	0.0000 	1.0000 	0.5443 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.8935 	0.7400 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.7970 	1.0000 	0.0000 	0.9635 	1.0000 	0.0000 	1.0000 	0.6806 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.9405 	0.0000 	1.0000 	0.0000 
NCI-H460	1.0000 	0.4633 	0.0000 	0.0000 	0.5884 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.8898 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.4490 	0.2082 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.4577 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.7327 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 
NCI-H522	0.0000 	0.8862 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.5762 	0.0000 	1.0000 	0.5443 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.8935 	0.7400 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.7970 	1.0000 	0.0000 	0.9635 	1.0000 	0.0000 	1.0000 	0.6806 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.9405 	0.0000 	1.0000 	0.0000 
IGROV1	0.7327 	0.9426 	0.0000 	0.0000 	0.4311 	0.7327 	0.6806 	0.3921 	0.7327 	0.6806 	0.3705 	0.6519 	0.6806 	0.7327 	0.7327 	0.7327 	0.7327 	0.7327 	0.0000 	0.0000 	0.7327 	0.0000 	0.0000 	0.0000 	0.9371 	0.6561 	0.6806 	0.0000 	0.0000 	0.0000 	0.6806 	0.3354 	0.0000 	0.7327 	0.6806 	0.5424 	0.6806 	0.7327 	0.6557 	0.6806 	0.7327 	0.6806 	1.0000 	0.7327 	0.6806 	0.6806 	0.6806 	0.6806 	0.7327 	0.7327 	0.7327 	0.6806 	0.6806 	0.6806 	0.6806 	0.6401 	0.7327 	0.6806 	0.0000 
OVCAR-3	1.0000 	0.4633 	0.0000 	0.0000 	0.5884 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.8898 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.4490 	0.2082 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.4577 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.7327 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 
OVCAR-4	0.0000 	0.8862 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.5762 	0.0000 	1.0000 	0.5443 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.8935 	0.7400 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.7970 	1.0000 	0.0000 	0.9635 	1.0000 	0.0000 	1.0000 	0.6806 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.9405 	0.0000 	1.0000 	0.0000 
OVCAR-5	0.0000 	0.8862 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.5762 	0.0000 	1.0000 	0.5443 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.8935 	0.7400 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.7970 	1.0000 	0.0000 	0.9635 	1.0000 	0.0000 	1.0000 	0.6806 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.9405 	0.0000 	1.0000 	0.0000 
OVCAR-8	0.0000 	0.8862 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.5762 	0.0000 	1.0000 	0.5443 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.8935 	0.7400 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.7970 	1.0000 	0.0000 	0.9635 	1.0000 	0.0000 	1.0000 	0.6806 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.9405 	0.0000 	1.0000 	0.0000 
SK-OV-3	0.0000 	0.8862 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.5762 	0.0000 	1.0000 	0.5443 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.8935 	0.7400 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.7970 	1.0000 	0.0000 	0.9635 	1.0000 	0.0000 	1.0000 	0.6806 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.9405 	0.0000 	1.0000 	0.0000 
NCI/ADR-RES	1.0000 	0.4633 	0.0000 	0.0000 	0.5884 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.8898 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.4490 	0.2082 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.4577 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.7327 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 
PC-3	1.0000 	0.4633 	0.0000 	0.0000 	0.5884 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.8898 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.4490 	0.2082 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.4577 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.7327 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 
DU-145	1.0000 	0.4633 	0.0000 	0.0000 	0.5884 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.8898 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.4490 	0.2082 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.4577 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.7327 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 
786-0	0.0000 	0.8862 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.5762 	0.0000 	1.0000 	0.5443 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.8935 	0.7400 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.7970 	1.0000 	0.0000 	0.9635 	1.0000 	0.0000 	1.0000 	0.6806 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.9405 	0.0000 	1.0000 	0.0000 
A498	0.0000 	0.8862 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.5762 	0.0000 	1.0000 	0.5443 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.8935 	0.7400 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.7970 	1.0000 	0.0000 	0.9635 	1.0000 	0.0000 	1.0000 	0.6806 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.9405 	0.0000 	1.0000 	0.0000 
ACHN	0.0000 	0.8862 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.5762 	0.0000 	1.0000 	0.5443 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.8935 	0.7400 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.7970 	1.0000 	0.0000 	0.9635 	1.0000 	0.0000 	1.0000 	0.6806 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.9405 	0.0000 	1.0000 	0.0000 
CAKI-1	0.0000 	0.8862 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.5762 	0.0000 	1.0000 	0.5443 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.8935 	0.7400 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.7970 	1.0000 	0.0000 	0.9635 	1.0000 	0.0000 	1.0000 	0.6806 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.9405 	0.0000 	1.0000 	0.0000 
RXF-393	0.0000 	0.8335 	0.3398 	0.3398 	0.2747 	0.0000 	0.9405 	0.8196 	0.0000 	0.9405 	0.7475 	0.0000 	0.9405 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.3398 	0.0000 	0.8404 	0.9133 	0.9405 	0.3398 	0.3398 	0.3398 	0.9405 	0.3021 	0.3398 	0.0000 	0.9405 	0.9548 	0.9405 	0.0000 	0.9062 	0.9405 	0.0000 	0.9405 	0.6401 	0.0000 	0.9405 	0.9405 	0.9405 	0.9405 	0.0000 	0.0000 	0.0000 	0.9405 	0.9405 	0.9405 	0.9405 	1.0000 	0.0000 	0.9405 	0.3398 
SN12C	1.0000 	0.4633 	0.0000 	0.0000 	0.5884 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.8898 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.4490 	0.2082 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.4577 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.7327 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 
TK-10	0.0000 	0.8862 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.5762 	0.0000 	1.0000 	0.5443 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.8935 	0.7400 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.7970 	1.0000 	0.0000 	0.9635 	1.0000 	0.0000 	1.0000 	0.6806 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.0000 	0.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.9405 	0.0000 	1.0000 	0.0000 
UO-31	0.0000 	0.0000 	1.0000 	1.0000 	0.8086 	0.0000 	0.0000 	0.8173 	0.0000 	0.0000 	0.6932 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	1.0000 	0.0000 	0.0000 	0.6396 	0.0000 	1.0000 	1.0000 	1.0000 	0.0000 	0.8891 	1.0000 	0.0000 	0.0000 	0.6039 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.3398 	0.0000 	0.0000 	1.0000 
