CELLLINE	MCF7	MDA-MB-231	HS-578T	BT-549	T-47D	SF-268	SF-295	SF-539	SNB-19	SNB-75	U251	COLO-205	HCC-2998	HCT-116	HCT-15	HT29	KM12	SW-620	CCRF-CEM	HL-60(TB)	K-562	MOLT-4	RPMI-8226	SR	LOX-IMVI	MALME-3M	M14	SK-MEL-2	SK-MEL-28	SK-MEL-5	UACC-257	UACC-62	MDA-MB-435	A549/ATCC	EKVX	HOP-62	HOP-92	NCI-H226	NCI-H23	NCI-H322M	NCI-H460	NCI-H522	IGROV1	OVCAR-3	OVCAR-4	OVCAR-5	OVCAR-8	SK-OV-3	NCI/ADR-RES	PC-3	DU-145	786-0	A498	ACHN	CAKI-1	RXF-393	SN12C	TK-10	UO-31
UACC-257	0.884342743	0.915521569	0.918206402	0.908928386	0.889536835	0.894796622	0.913606816	0.914061381	0.928391249	0.924254289	0.917040467	0.875020434	0.884232557	0.924141256	0.899708655	0.893180809	0.884073529	0.882125696	0.879967459	0.892933374	0.884761959	0.894414539	0.917246028	0.91006837	0.929268961	0.952466377	0.930415694	0.95476409	0.953464862	0.944009592	1	0.946905298	0.941706692	0.911571224	0.905512832	0.914286433	0.89622551	0.901757093	0.900251402	0.899666893	0.915268755	0.91827419	0.907598167	0.885015608	0.883439763	0.911312358	0.903491826	0.910574785	0.911018012	0.91772024	0.919542675	0.911467309	0.890886492	0.891097742	0.900755423	0.907999606	0.891400408	0.911039652	0.908826932
UACC-62	0.892571333	0.925270086	0.925045289	0.919959681	0.907753705	0.906701096	0.929373565	0.928138692	0.930778422	0.938351738	0.923962476	0.877489003	0.895273172	0.93158195	0.904579831	0.901819312	0.892510493	0.89566876	0.865927381	0.892988226	0.88582902	0.887532026	0.920582807	0.898811101	0.939897978	0.941973578	0.939455631	0.952613194	0.95404586	0.944357941	0.946905298	1	0.946114378	0.923634359	0.915559797	0.923351618	0.909402734	0.902696854	0.913513367	0.91051326	0.917151066	0.920520601	0.918637487	0.907943576	0.893440138	0.920951647	0.906275739	0.925541005	0.920980783	0.934965351	0.933151107	0.916120978	0.887125102	0.901165288	0.926529818	0.926625093	0.905694478	0.923696398	0.923035386
MDA-MB-435	0.865845586	0.905577893	0.907998812	0.912301742	0.872942595	0.897921927	0.927477923	0.903010831	0.919845662	0.932493863	0.921645377	0.856037995	0.882884585	0.912731936	0.887055363	0.884075166	0.882632233	0.882896982	0.873028013	0.872356502	0.877722414	0.890243066	0.898061296	0.886687082	0.929891644	0.928315442	0.938871077	0.948602886	0.939550904	0.924343629	0.941706692	0.946114378	1	0.905754873	0.901939368	0.921583486	0.907502895	0.885018342	0.901921202	0.898078727	0.904127046	0.924473959	0.900403278	0.897778857	0.877410522	0.904324754	0.907902973	0.91779976	0.908879797	0.926364211	0.916455111	0.914312815	0.872746597	0.885809426	0.906133601	0.909770748	0.898427864	0.916131301	0.914186098
A549/ATCC	0.910051579	0.935506651	0.948091807	0.947723682	0.904696094	0.937240161	0.940197558	0.943599088	0.946980036	0.948789629	0.940545245	0.888981806	0.907032423	0.939309488	0.919706278	0.932381742	0.913296789	0.906487768	0.871884265	0.892405887	0.895308801	0.882900337	0.9169329	0.892631499	0.935608901	0.91870989	0.907539486	0.915438098	0.91477718	0.896573308	0.911571224	0.923634359	0.905754873	1	0.952641055	0.95224715	0.932292462	0.929914186	0.936623029	0.918107242	0.93574986	0.926377088	0.926818912	0.92450996	0.907284509	0.935074602	0.935256137	0.953369134	0.92878855	0.947250254	0.996444673	0.939570109	0.914997791	0.937185888	0.944051927	0.937589413	0.934238451	0.94098033	0.942430645
EKVX	0.929922875	0.927720209	0.928979081	0.938410271	0.930754812	0.912591604	0.925278332	0.929203307	0.931841004	0.952742912	0.934378031	0.909685662	0.919564131	0.947021501	0.942533729	0.94836948	0.928484364	0.918458291	0.874204956	0.886266252	0.88349414	0.890590618	0.919551564	0.886856662	0.935394466	0.912385302	0.908158295	0.909194181	0.922895713	0.892642928	0.905512832	0.915559797	0.901939368	0.952641055	1	0.943779027	0.931661355	0.910004987	0.923125723	0.947839664	0.925581034	0.925346944	0.934339013	0.926011294	0.916731561	0.945401426	0.941309795	0.968786497	0.938566264	0.95087629	0.958590277	0.943368082	0.898489803	0.923540691	0.948968151	0.950603339	0.930417411	0.948149815	0.953461139
HOP-62	0.88554595	0.931070866	0.929051399	0.947697811	0.886209879	0.934164361	0.947008216	0.934671503	0.94530804	0.954966557	0.938887157	0.881029702	0.887781918	0.936640142	0.919547735	0.930129347	0.902078538	0.895935102	0.872824011	0.892091376	0.893785653	0.898876681	0.91307822	0.885890958	0.950446035	0.915615275	0.916081458	0.916619828	0.932500935	0.896653058	0.914286433	0.923351618	0.921583486	0.95224715	0.943779027	1	0.942271732	0.905914548	0.928762578	0.923604163	0.935650883	0.932850666	0.915811767	0.911407794	0.893471166	0.940172122	0.933187354	0.956398556	0.931002929	0.95170314	0.958533418	0.936173282	0.88272598	0.915821702	0.941715108	0.943376138	0.936408885	0.932641995	0.947556033
HOP-92	0.891889101	0.924148489	0.913832721	0.922975746	0.888026661	0.899425886	0.926419544	0.91130145	0.908736494	0.941289763	0.904641732	0.89827099	0.90002727	0.925108354	0.910707169	0.922369983	0.901702255	0.900314829	0.864441788	0.887921752	0.88637652	0.890576153	0.898756629	0.882203734	0.945902626	0.900698142	0.911289227	0.907006016	0.910506538	0.888422251	0.89622551	0.909402734	0.907502895	0.932292462	0.931661355	0.942271732	1	0.889973035	0.89720741	0.899881218	0.912134842	0.912090345	0.901231526	0.922861353	0.892243243	0.938043825	0.919968912	0.942816982	0.913085257	0.941448891	0.94120689	0.921415601	0.873944911	0.916016588	0.943636508	0.926324174	0.919136144	0.943090306	0.948081514
NCI-H226	0.892039366	0.955679759	0.945397618	0.935910196	0.890865538	0.908988124	0.88635979	0.916145325	0.939886889	0.915888126	0.916718118	0.878211685	0.883290768	0.932068636	0.906786549	0.913421083	0.904020399	0.875097277	0.864123515	0.913031653	0.887554718	0.890132086	0.934394861	0.89611784	0.915129901	0.914322549	0.880856306	0.893844126	0.916472563	0.8915625	0.901757093	0.902696854	0.885018342	0.929914186	0.910004987	0.905914548	0.889973035	1	0.916748995	0.898708276	0.901555521	0.902125372	0.906579549	0.882715311	0.910718362	0.913858764	0.904410956	0.912244182	0.907518524	0.909693284	0.931083611	0.923304461	0.971373291	0.900498852	0.891529286	0.923728375	0.883426637	0.92018737	0.897782056
NCI-H23	0.896563234	0.916948798	0.930876841	0.943337338	0.903208763	0.931527669	0.91652861	0.914068569	0.950726709	0.941279561	0.93083051	0.877583657	0.888172043	0.927622402	0.910424549	0.907881064	0.905674689	0.898225488	0.857716954	0.883037573	0.879918153	0.900024535	0.918721652	0.883076754	0.914979226	0.900933493	0.88617958	0.892810241	0.91209789	0.896104763	0.900251402	0.913513367	0.901921202	0.936623029	0.923125723	0.928762578	0.89720741	0.916748995	1	0.911704962	0.907365706	0.922560937	0.914747521	0.892363959	0.892961503	0.918619583	0.917575691	0.921458261	0.919936552	0.937059355	0.942859741	0.912552064	0.887070664	0.908755048	0.908078362	0.933734583	0.894962053	0.923795843	0.912560332
NCI-H322M	0.916439492	0.908534519	0.902901438	0.910505217	0.925876265	0.896689175	0.903997568	0.899271358	0.918966094	0.942839331	0.915544031	0.90647311	0.913615392	0.943335059	0.928252216	0.944370504	0.920527915	0.914655075	0.870853144	0.887690695	0.878413978	0.900605764	0.919035702	0.882464923	0.918725253	0.900504075	0.896187369	0.901982904	0.921353653	0.895227104	0.899666893	0.91051326	0.898078727	0.918107242	0.947839664	0.923604163	0.899881218	0.898708276	0.911704962	1	0.920793252	0.920223681	0.920072789	0.912507839	0.91319741	0.938480415	0.934540815	0.939797818	0.933698295	0.938789543	0.928893498	0.926380719	0.881261773	0.908518875	0.927258211	0.93866348	0.889416792	0.930993457	0.92361131
NCI-H460	0.887865041	0.920675686	0.911813324	0.919645065	0.886560906	0.900904039	0.92418622	0.913338485	0.918852794	0.937249282	0.917794451	0.87785319	0.896625229	0.934470079	0.908847985	0.92002762	0.896229706	0.893422092	0.874839577	0.894094456	0.892110464	0.889129232	0.922164998	0.898649326	0.929202693	0.90842613	0.907870121	0.911648619	0.923634501	0.907966244	0.915268755	0.917151066	0.904127046	0.93574986	0.925581034	0.935650883	0.912134842	0.901555521	0.907365706	0.920793252	1	0.910599503	0.907010936	0.893627992	0.891679309	0.924263901	0.929353776	0.927159914	0.920696334	0.937032579	0.943944195	0.931729674	0.889216411	0.901524197	0.915553486	0.925704623	0.905271661	0.920588425	0.913754642
NCI-H522	0.899494095	0.926736702	0.913869499	0.931074364	0.890768571	0.906880258	0.91752785	0.912524264	0.928410647	0.969765734	0.929262134	0.879263706	0.897722469	0.931937085	0.903714418	0.905869603	0.906442257	0.895633113	0.892525557	0.900939802	0.892716285	0.91874139	0.911976746	0.8952119	0.932066957	0.904274467	0.907138237	0.912911516	0.916562746	0.900215525	0.91827419	0.920520601	0.924473959	0.926377088	0.925346944	0.932850666	0.912090345	0.902125372	0.922560937	0.920223681	0.910599503	1	0.913219086	0.909153707	0.903890343	0.917387229	0.921875533	0.932048294	0.93459398	0.953274198	0.938590414	0.911526782	0.885001841	0.890059432	0.907747983	0.910623519	0.902680426	0.925844689	0.910981197
IGROV1	0.89951272	0.925353446	0.913945651	0.929208595	0.91506841	0.887170327	0.896384903	0.909176329	0.924168045	0.931641401	0.918720578	0.89694534	0.915531264	0.930165379	0.930691885	0.923152125	0.922488116	0.90686754	0.856961392	0.886763976	0.909105452	0.890978097	0.920785172	0.901260935	0.929075927	0.90996293	0.899505022	0.900378241	0.919728979	0.89625315	0.907598167	0.918637487	0.900403278	0.926818912	0.934339013	0.915811767	0.901231526	0.906579549	0.914747521	0.920072789	0.907010936	0.913219086	1	0.910974599	0.911728905	0.936642262	0.917994357	0.943723592	0.920314607	0.927348068	0.933246054	0.924622418	0.897869357	0.918571374	0.924958692	0.940589203	0.906064663	0.936875054	0.932558044
OVCAR-3	0.913060323	0.905543305	0.906212596	0.900210043	0.89885906	0.882147523	0.912496173	0.894383284	0.897990473	0.936723464	0.899354859	0.889557723	0.911191577	0.92753133	0.918588542	0.916783846	0.903367468	0.894787481	0.838068614	0.856944152	0.847773784	0.861659318	0.890507237	0.860883815	0.917104886	0.888296128	0.880921846	0.893161239	0.895921508	0.874525151	0.885015608	0.907943576	0.897778857	0.92450996	0.926011294	0.911407794	0.922861353	0.882715311	0.892363959	0.912507839	0.893627992	0.909153707	0.910974599	1	0.90072137	0.927499966	0.912752968	0.926916724	0.909266531	0.938827347	0.936494226	0.918577736	0.876324402	0.905798526	0.934326057	0.918373383	0.899604757	0.934018648	0.928424028
OVCAR-4	0.90296859	0.910826092	0.900155546	0.908681525	0.89878864	0.881113435	0.870320243	0.886260198	0.903455301	0.916038706	0.92335133	0.894281758	0.898486884	0.920829688	0.912273383	0.915245628	0.911804341	0.887707324	0.856568492	0.887926903	0.884780348	0.889866533	0.909502794	0.883571027	0.898298891	0.892460496	0.870533565	0.879848277	0.901327183	0.872151453	0.883439763	0.893440138	0.877410522	0.907284509	0.916731561	0.893471166	0.892243243	0.910718362	0.892961503	0.91319741	0.891679309	0.903890343	0.911728905	0.90072137	1	0.917246347	0.912908845	0.911239253	0.936266323	0.910974239	0.91496427	0.905764931	0.896146722	0.896677505	0.895096716	0.913457239	0.87764848	0.91972324	0.900472706
OVCAR-5	0.91897453	0.934109421	0.923724978	0.936992738	0.916595641	0.908341979	0.919493271	0.923573337	0.924690893	0.947844503	0.92051567	0.94052313	0.939716819	0.949965998	0.948503581	0.957614093	0.949582244	0.930028152	0.89000561	0.918408227	0.907724438	0.916255794	0.932955778	0.902543119	0.943768797	0.920388596	0.908412127	0.910758817	0.932115111	0.90537041	0.911312358	0.920951647	0.904324754	0.935074602	0.945401426	0.940172122	0.938043825	0.913858764	0.918619583	0.938480415	0.924263901	0.917387229	0.936642262	0.927499966	0.917246347	1	0.933322106	0.951232308	0.933542308	0.945249366	0.942669783	0.944684524	0.901331357	0.925604182	0.943704248	0.954285027	0.912165882	0.957081621	0.945730645
OVCAR-8	0.909324346	0.917990503	0.91519728	0.924059394	0.906019615	0.912012021	0.912695817	0.912436044	0.916936025	0.942630682	0.921404299	0.896144102	0.906319296	0.940611258	0.930815311	0.931174566	0.923219849	0.91016525	0.886501111	0.896564417	0.890280983	0.905798513	0.927427896	0.896552404	0.935947026	0.902641719	0.901756949	0.899507499	0.918518631	0.894230371	0.903491826	0.906275739	0.907902973	0.935256137	0.941309795	0.933187354	0.919968912	0.904410956	0.917575691	0.934540815	0.929353776	0.921875533	0.917994357	0.912752968	0.912908845	0.933322106	1	0.938267287	0.953459033	0.938073018	0.942007355	0.938875008	0.896612246	0.921067621	0.932553261	0.941492828	0.910154011	0.93787093	0.934593482
SK-OV-3	0.911182654	0.936632233	0.930365601	0.943851635	0.916269638	0.92240505	0.934723131	0.934287078	0.93901273	0.9558498	0.934067866	0.898835185	0.914101681	0.947822443	0.939617572	0.941206919	0.921548038	0.914903115	0.878511878	0.894784735	0.896889379	0.896991635	0.914103854	0.887911859	0.950433852	0.917582897	0.921956504	0.920015959	0.93326234	0.899098056	0.910574785	0.925541005	0.91779976	0.953369134	0.968786497	0.956398556	0.942816982	0.912244182	0.921458261	0.939797818	0.927159914	0.932048294	0.943723592	0.926916724	0.911239253	0.951232308	0.938267287	1	0.935324674	0.952836894	0.959720727	0.944277274	0.898271516	0.926340495	0.957610232	0.951522316	0.943315819	0.952284494	0.956100615
NCI/ADR-RES	0.911129499	0.92689091	0.919177763	0.930196827	0.909583847	0.912209036	0.907128957	0.918657894	0.926807687	0.94610985	0.942413976	0.885045879	0.900094072	0.941337108	0.921970924	0.926654321	0.916278603	0.904334695	0.890072666	0.904331648	0.897901148	0.902632133	0.92928715	0.897259737	0.93182476	0.918509497	0.911878972	0.90904278	0.926171815	0.900539296	0.911018012	0.920980783	0.908879797	0.92878855	0.938566264	0.931002929	0.913085257	0.907518524	0.919936552	0.933698295	0.920696334	0.93459398	0.920314607	0.909266531	0.936266323	0.933542308	0.953459033	0.935324674	1	0.940470376	0.938460348	0.926212774	0.892546671	0.907088858	0.921157329	0.932744712	0.910299008	0.938746502	0.926559299
PC-3	0.914154732	0.93889975	0.927958297	0.94176057	0.907978144	0.924694758	0.952875929	0.929091153	0.934515893	0.997271282	0.943788258	0.903205055	0.921987897	0.961355144	0.937555934	0.936363395	0.926511082	0.925046718	0.875667945	0.893253167	0.896282651	0.907514533	0.924214303	0.895615404	0.94982134	0.906840363	0.916207013	0.922561964	0.928064025	0.903937162	0.91772024	0.934965351	0.926364211	0.947250254	0.95087629	0.95170314	0.941448891	0.909693284	0.937059355	0.938789543	0.937032579	0.953274198	0.927348068	0.938827347	0.910974239	0.945249366	0.938073018	0.952836894	0.940470376	1	0.965049149	0.939617588	0.889822342	0.910884428	0.931308238	0.939937348	0.917787082	0.943235699	0.938617931
DU-145	0.918188696	0.942507761	0.950034708	0.95132936	0.911595285	0.941212223	0.949072535	0.946869074	0.950331062	0.964195601	0.946324486	0.898251137	0.917512481	0.950397319	0.929462883	0.940221494	0.922128807	0.916784423	0.878407359	0.897616324	0.900984274	0.893789632	0.923149147	0.898449333	0.944301288	0.922404931	0.915990165	0.923647007	0.924207926	0.904524196	0.919542675	0.933151107	0.916455111	0.996444673	0.958590277	0.958533418	0.94120689	0.931083611	0.942859741	0.928893498	0.943944195	0.938590414	0.933246054	0.936494226	0.91496427	0.942669783	0.942007355	0.959720727	0.938460348	0.965049149	1	0.946295359	0.91531785	0.939201646	0.948309937	0.944150991	0.937806406	0.94907889	0.948572311
786-0	0.905239471	0.935189478	0.932862789	0.935021165	0.907267257	0.912661052	0.925081598	0.936182625	0.927422802	0.941303366	0.925857927	0.895219802	0.907324408	0.944969109	0.934333746	0.937645412	0.917839388	0.902626671	0.870559103	0.892205532	0.884785394	0.893443555	0.926004303	0.896092783	0.944211582	0.915762091	0.907579758	0.912060664	0.926223323	0.894877199	0.911467309	0.916120978	0.914312815	0.939570109	0.943368082	0.936173282	0.921415601	0.923304461	0.912552064	0.926380719	0.931729674	0.911526782	0.924622418	0.918577736	0.905764931	0.944684524	0.938875008	0.944277274	0.926212774	0.939617588	0.946295359	1	0.922720065	0.927501678	0.943204756	0.952917879	0.914085566	0.945257485	0.936254711
A498	0.886662825	0.945384883	0.932958103	0.916804457	0.881945449	0.878296972	0.876925377	0.901714156	0.917353951	0.896501802	0.891980793	0.863234559	0.873519606	0.920895751	0.890968884	0.901150742	0.887316471	0.857725692	0.857811036	0.900083205	0.878179276	0.874515663	0.918072731	0.884013271	0.90800982	0.905883842	0.868284599	0.879672789	0.901018053	0.877969995	0.890886492	0.887125102	0.872746597	0.914997791	0.898489803	0.88272598	0.873944911	0.971373291	0.887070664	0.881261773	0.889216411	0.885001841	0.897869357	0.876324402	0.896146722	0.901331357	0.896612246	0.898271516	0.892546671	0.889822342	0.91531785	0.922720065	1	0.889770805	0.887068414	0.908472645	0.86633639	0.909693082	0.885810486
ACHN	0.900176956	0.898440297	0.914827518	0.91122322	0.916210442	0.906701533	0.908305529	0.913755838	0.918035703	0.913303144	0.907248816	0.895811347	0.910724943	0.91486981	0.919832529	0.92568546	0.918779641	0.898955398	0.858749618	0.868888569	0.86681631	0.87516871	0.894434152	0.87750851	0.919763046	0.907636826	0.894826324	0.888449323	0.901936794	0.889901138	0.891097742	0.901165288	0.885809426	0.937185888	0.923540691	0.915821702	0.916016588	0.900498852	0.908755048	0.908518875	0.901524197	0.890059432	0.918571374	0.905798526	0.896677505	0.925604182	0.921067621	0.926340495	0.907088858	0.910884428	0.939201646	0.927501678	0.889770805	1	0.935453154	0.940404291	0.897020224	0.93771349	0.936329025
CAKI-1	0.902083654	0.918928795	0.922352778	0.929569646	0.914720295	0.910804961	0.92884438	0.932881505	0.922217633	0.932830157	0.919743297	0.893012164	0.907679354	0.931094857	0.922017399	0.931951492	0.91244747	0.911582457	0.861474464	0.873539357	0.878672504	0.878759411	0.896932669	0.872449269	0.946417445	0.916892471	0.921007429	0.911449564	0.921304055	0.895450417	0.900755423	0.926529818	0.906133601	0.944051927	0.948968151	0.941715108	0.943636508	0.891529286	0.908078362	0.927258211	0.915553486	0.907747983	0.924958692	0.934326057	0.895096716	0.943704248	0.932553261	0.957610232	0.921157329	0.931308238	0.948309937	0.943204756	0.887068414	0.935453154	1	0.949704036	0.929448636	0.948333747	0.964917706
RXF-393	0.910510365	0.932396141	0.934357191	0.94216738	0.926066669	0.916838654	0.915392819	0.932070711	0.935432384	0.942347174	0.923959429	0.910532021	0.911273759	0.947427682	0.949776725	0.947811244	0.932729075	0.912128151	0.875114789	0.890267961	0.892525502	0.906165566	0.929966102	0.890566056	0.944863956	0.919841025	0.917006435	0.910579413	0.933595825	0.897120887	0.907999606	0.926625093	0.909770748	0.937589413	0.950603339	0.943376138	0.926324174	0.923728375	0.933734583	0.93866348	0.925704623	0.910623519	0.940589203	0.918373383	0.913457239	0.954285027	0.941492828	0.951522316	0.932744712	0.939937348	0.944150991	0.952917879	0.908472645	0.940404291	0.949704036	1	0.918290664	0.955649919	0.953656623
SN12C	0.865063667	0.908568494	0.907179536	0.930117079	0.868823164	0.917959608	0.902293072	0.921990178	0.911475422	0.920446412	0.91034333	0.854716677	0.867777732	0.90989186	0.901531806	0.907286506	0.881209586	0.880372047	0.840815784	0.864169222	0.869320025	0.861206968	0.878585238	0.858074793	0.915584779	0.904491448	0.905038891	0.904016403	0.903409632	0.875180727	0.891400408	0.905694478	0.898427864	0.934238451	0.930417411	0.936408885	0.919136144	0.883426637	0.894962053	0.889416792	0.905271661	0.902680426	0.906064663	0.899604757	0.87764848	0.912165882	0.910154011	0.943315819	0.910299008	0.917787082	0.937806406	0.914085566	0.86633639	0.897020224	0.929448636	0.918290664	1	0.908728214	0.927864726
TK-10	0.932285073	0.935697138	0.930260495	0.935770016	0.924685213	0.904100984	0.920193677	0.925965766	0.925946554	0.94601813	0.927849194	0.920458199	0.935959202	0.946766297	0.944340751	0.9460498	0.937697	0.92203491	0.8903166	0.909439132	0.890207134	0.913326767	0.930503095	0.909550388	0.94463986	0.92153958	0.913018919	0.91444311	0.926554945	0.897786184	0.911039652	0.923696398	0.916131301	0.94098033	0.948149815	0.932641995	0.943090306	0.92018737	0.923795843	0.930993457	0.920588425	0.925844689	0.936875054	0.934018648	0.91972324	0.957081621	0.93787093	0.952284494	0.938746502	0.943235699	0.94907889	0.945257485	0.909693082	0.93771349	0.948333747	0.955649919	0.908728214	1	0.957877278
UO-31	0.901239916	0.929706355	0.924853084	0.93319947	0.912286536	0.912946168	0.926296859	0.923032898	0.927099774	0.939605358	0.924054221	0.898639705	0.909774212	0.938690424	0.929307195	0.937144985	0.915236823	0.912315563	0.865281682	0.882404609	0.883950051	0.885306947	0.903297071	0.876845663	0.949534431	0.924527328	0.920896793	0.914103485	0.924771939	0.901592821	0.908826932	0.923035386	0.914186098	0.942430645	0.953461139	0.947556033	0.948081514	0.897782056	0.912560332	0.92361131	0.913754642	0.910981197	0.932558044	0.928424028	0.900472706	0.945730645	0.934593482	0.956100615	0.926559299	0.938617931	0.948572311	0.936254711	0.885810486	0.936329025	0.964917706	0.953656623	0.927864726	0.957877278	1
