CELLLINE NAME	MCF7	MDA-MB-231	HS-578T	BT-549	T-47D	SF-268	SF-295	SF-539	SNB-19	SNB-75	U251	COLO-205	HCC-2998	HCT-116	HCT-15	HT29	KM12	SW-620	CCRF-CEM	HL-60(TB)	K-562	MOLT-4	RPMI-8226	SR	LOX-IMVI	MALME-3M	M14	SK-MEL-2	SK-MEL-28	SK-MEL-5	UACC-257	UACC-62	MDA-MB-435	A549/ATCC	EKVX	HOP-62	HOP-92	NCI-H226	NCI-H23	NCI-H322M	NCI-H460	NCI-H522	IGROV1	OVCAR-3	OVCAR-4	OVCAR-5	OVCAR-8	SK-OV-3	NCI/ADR-RES	PC-3	DU-145	786-0	A498	ACHN	CAKI-1	RXF-393	SN12C	TK-10	UO-31
UACC-257	0.882083387	0.807930334	0.872018612	0.876616127	0.878838578	0.875798758	0.90777716	0.892542657	0.880761774	0.901284504	0.903823133	0.858179159	0.886488159	0.896904882	0.889274557	0.87664726	0.880694389	0.742123214	0.873769753	0.856251297	0.876614034	0.863807447	0.861631038	0.862276841	0.899057226	0.94498103	0.924398137	0.92583178	0.956081538	0.926549741	1	0.957885349	0.94026247	0.88643033	0.898959767	0.900048869	0.900665695	0.877659787	0.904055419	0.880445619	0.885944728	0.891614773	0.892534164	0.878289328	0.889263853	0.860249282	0.891946727	0.879518369	0.901162761	0.8927522	0.875851394	0.890913467	0.873360425	0.895721454	0.895121692	0.885516055	0.891811676	0.89576508	0.891976748
UACC-62	0.885903065	0.812493932	0.895016064	0.893512908	0.884443858	0.883324343	0.930144133	0.914467378	0.901405181	0.925499356	0.924077305	0.858830962	0.894191621	0.905834557	0.89822832	0.880311808	0.887723089	0.739916421	0.869740379	0.85355241	0.880598836	0.857569766	0.862989371	0.861321717	0.917078218	0.941890877	0.935049417	0.943909719	0.953193921	0.925348707	0.957885349	1	0.954108484	0.896065605	0.910138	0.916893317	0.916605773	0.891815118	0.920983561	0.891424631	0.897648657	0.892381794	0.901738862	0.887011547	0.897636839	0.871296683	0.902400091	0.893302331	0.912113934	0.9115413	0.886976494	0.90824159	0.892089174	0.904754972	0.910216273	0.903996033	0.903426014	0.907923997	0.908024367
MDA-MB-435	0.886711772	0.797137155	0.887161327	0.891273903	0.876901188	0.878786597	0.922759977	0.909165006	0.889739506	0.916065541	0.916092653	0.857781926	0.895630365	0.897146345	0.906407153	0.880831808	0.882573029	0.717292056	0.869038569	0.848722208	0.875668005	0.858774241	0.85943451	0.866660492	0.908970898	0.932562814	0.947656561	0.946798292	0.947884983	0.920858219	0.94026247	0.954108484	1	0.885875831	0.90523005	0.916017829	0.915287962	0.872640838	0.918892112	0.885820461	0.886380935	0.887760967	0.895013596	0.88104393	0.896180467	0.860410383	0.907114856	0.890492248	0.902590679	0.906501064	0.884911224	0.907980992	0.883747766	0.898516034	0.905531241	0.900809234	0.901411002	0.907659405	0.904212794
A549/ATCC	0.901005094	0.819753786	0.884523114	0.884275082	0.892541341	0.910660252	0.914123532	0.889367842	0.87424011	0.88661389	0.906409809	0.894647657	0.905574615	0.912595212	0.901178896	0.907887156	0.909312588	0.750843366	0.852226558	0.864613888	0.875991927	0.868391304	0.857689682	0.87393435	0.9037117	0.870685063	0.875939933	0.874820583	0.879105357	0.871396428	0.88643033	0.896065605	0.885875831	1	0.930311138	0.910787624	0.901881849	0.906395335	0.912980976	0.91225397	0.930272559	0.887521284	0.91704174	0.905314052	0.908387891	0.8986919	0.912975348	0.91104969	0.903254168	0.90052176	0.917421774	0.917995211	0.92424647	0.926411849	0.929236282	0.887543681	0.917744316	0.916602607	0.905233741
EKVX	0.900199261	0.824701809	0.895205614	0.898795897	0.904072596	0.886588863	0.922281727	0.916729203	0.894586237	0.913184611	0.925140646	0.873948923	0.915166293	0.917791276	0.919001319	0.904755721	0.901278794	0.749758269	0.859595196	0.843972305	0.870849989	0.848971281	0.853606854	0.851691917	0.902604129	0.898792263	0.886304287	0.895617764	0.891722839	0.874810567	0.898959767	0.910138	0.90523005	0.930311138	1	0.929917358	0.923671581	0.903973253	0.940103895	0.923234076	0.906937353	0.899986942	0.919482155	0.90187536	0.921576172	0.884703834	0.917849774	0.922218698	0.919743397	0.925770573	0.917994957	0.920921469	0.911336359	0.924608098	0.930560961	0.921348257	0.910429537	0.928271252	0.931198499
HOP-62	0.892391861	0.835002009	0.910555139	0.90600681	0.886750665	0.898674759	0.943702592	0.935887943	0.898139192	0.920813351	0.936785229	0.866638848	0.912407968	0.91697935	0.927044577	0.901617428	0.896592786	0.733503376	0.869236083	0.846802723	0.876710046	0.858133806	0.851815575	0.852828713	0.92255821	0.905920144	0.89810076	0.91896586	0.903544849	0.882953177	0.900048869	0.916893317	0.916017829	0.910787624	0.929917358	1	0.950756763	0.910659842	0.939214299	0.915870513	0.895727951	0.899004266	0.913202949	0.905971404	0.91425304	0.890366523	0.936984704	0.92259723	0.929572157	0.937120495	0.915838834	0.9422971	0.906641621	0.927529609	0.941791858	0.932742657	0.930241002	0.936536599	0.948225715
HOP-92	0.884489018	0.838522751	0.907125914	0.906883985	0.886163577	0.890704166	0.935326195	0.932042975	0.897592785	0.922136825	0.926863018	0.864543424	0.904565984	0.910164576	0.91154265	0.897848046	0.891022672	0.730487349	0.86132115	0.846582647	0.870067283	0.848928426	0.856420553	0.857612398	0.918583646	0.911279923	0.896591282	0.914588459	0.902049722	0.87906241	0.900665695	0.916605773	0.915287962	0.901881849	0.923671581	0.950756763	1	0.906979982	0.929068348	0.906485401	0.895646919	0.890743298	0.906967124	0.89154869	0.912576023	0.888123632	0.926641018	0.912671636	0.921450042	0.933681635	0.909469278	0.932873739	0.911930899	0.92403637	0.934800854	0.937569857	0.925014173	0.932338745	0.934219418
NCI-H226	0.868136232	0.881445364	0.904914001	0.902294341	0.881001166	0.904516436	0.921542057	0.908386413	0.884908724	0.903774526	0.917797218	0.852351043	0.877437361	0.908206439	0.870902493	0.889631855	0.8852859	0.792823468	0.853199517	0.865807168	0.846149791	0.858397089	0.853581622	0.840770301	0.918329677	0.875474298	0.86794499	0.867505638	0.869147355	0.847157915	0.877659787	0.891815118	0.872640838	0.906395335	0.903973253	0.910659842	0.906979982	1	0.889949685	0.890113503	0.888724284	0.879080866	0.89294753	0.879637415	0.89900461	0.892864077	0.900812983	0.898893888	0.915655943	0.9090134	0.886440636	0.907337241	0.91119305	0.925817375	0.921151814	0.910860589	0.915241257	0.914692296	0.922088581
NCI-H23	0.915662766	0.814328678	0.886688033	0.905434285	0.902715054	0.882721747	0.925627649	0.917620749	0.891420531	0.912217573	0.923380566	0.867735754	0.915278218	0.923528215	0.929855246	0.898019109	0.896515828	0.735653093	0.879182363	0.853000632	0.888589441	0.867220211	0.861487808	0.866257806	0.911807315	0.904143547	0.896575533	0.912798596	0.903425271	0.893774768	0.904055419	0.920983561	0.918892112	0.912980976	0.940103895	0.939214299	0.929068348	0.889949685	1	0.91771553	0.89955201	0.91998648	0.92077607	0.907183331	0.914231345	0.874794116	0.927392727	0.914405753	0.925404723	0.925801378	0.917367636	0.920449484	0.89697492	0.914943756	0.924888494	0.915759608	0.918106338	0.927247405	0.922759735
NCI-H322M	0.907730373	0.81693217	0.864186677	0.87294061	0.914276467	0.873676559	0.901165814	0.888670022	0.875447098	0.883995099	0.908934784	0.893827442	0.925360333	0.917305458	0.926532461	0.922157965	0.916908941	0.751367387	0.853494047	0.842223859	0.863460258	0.84844357	0.850873289	0.853274744	0.891655564	0.871151203	0.866841245	0.880936041	0.874369304	0.859212818	0.880445619	0.891424631	0.885820461	0.91225397	0.923234076	0.915870513	0.906485401	0.890113503	0.91771553	1	0.891919476	0.881781271	0.911105517	0.909796899	0.920333732	0.882316096	0.903022335	0.915326981	0.904940323	0.913799564	0.909284768	0.905063935	0.889912264	0.905125334	0.91071852	0.890518914	0.900737204	0.912695762	0.911031214
NCI-H460	0.88696512	0.780276263	0.887936536	0.895634046	0.88281506	0.89830033	0.91187482	0.889067038	0.900203955	0.900540991	0.909615858	0.871847009	0.891700397	0.89371758	0.888396897	0.893588215	0.888767893	0.713160907	0.851747804	0.846736333	0.86154014	0.862337151	0.872246896	0.86911518	0.88441871	0.868297053	0.886327005	0.874476259	0.877023291	0.87386511	0.885944728	0.897648657	0.886380935	0.930272559	0.906937353	0.895727951	0.895646919	0.888724284	0.89955201	0.891919476	1	0.875655056	0.888721928	0.88810442	0.897028477	0.871541331	0.903802727	0.879599009	0.90191354	0.888473559	0.919921817	0.899748025	0.908994093	0.909018283	0.905107985	0.878625787	0.898710582	0.895303395	0.880371017
NCI-H522	0.89606267	0.819596969	0.861787602	0.876084761	0.887618608	0.867488718	0.904521731	0.883600216	0.879636081	0.887923743	0.903013795	0.841057753	0.884172229	0.910836745	0.894505387	0.873135088	0.874179242	0.756210356	0.879142262	0.853915146	0.865254667	0.872580644	0.856250475	0.84156249	0.880051806	0.873453351	0.876786795	0.876019557	0.874019049	0.875760392	0.891614773	0.892381794	0.887760967	0.887521284	0.899986942	0.899004266	0.890743298	0.879080866	0.91998648	0.881781271	0.875655056	1	0.891797724	0.877506513	0.886322008	0.872743331	0.895545413	0.880892857	0.911642613	0.890786761	0.87913452	0.884715325	0.858240657	0.896702833	0.891371026	0.875731517	0.891092001	0.893119606	0.883804389
IGROV1	0.900403248	0.837802163	0.876212205	0.879366973	0.893375292	0.893103978	0.90084265	0.895790517	0.872589745	0.890973718	0.913083087	0.881285285	0.91156388	0.924401205	0.920461502	0.903984305	0.912284083	0.775130245	0.866181438	0.863431281	0.894798095	0.866332389	0.85164127	0.864312848	0.902984913	0.884944198	0.868903521	0.885349463	0.882747403	0.863718486	0.892534164	0.901738862	0.895013596	0.91704174	0.919482155	0.913202949	0.906967124	0.89294753	0.92077607	0.911105517	0.888721928	0.891797724	1	0.918035201	0.928781979	0.875728639	0.912518525	0.935963462	0.90818296	0.91013685	0.900359888	0.91597074	0.901944803	0.917973472	0.928793631	0.905307616	0.906873577	0.923991593	0.922319919
OVCAR-3	0.89715195	0.800310768	0.875086226	0.876580299	0.891290624	0.888134141	0.893235869	0.891193767	0.870693497	0.885317563	0.899642947	0.876751828	0.89948364	0.9006608	0.9074045	0.898829661	0.896386972	0.732344501	0.841801399	0.844658163	0.871081018	0.850906531	0.844855736	0.862202612	0.886618473	0.862426554	0.86124135	0.876798024	0.872123504	0.85643125	0.878289328	0.887011547	0.88104393	0.905314052	0.90187536	0.905971404	0.89154869	0.879637415	0.907183331	0.909796899	0.88810442	0.877506513	0.918035201	1	0.94245307	0.862922733	0.912133143	0.912541273	0.896946828	0.897178682	0.900010989	0.902325201	0.891503272	0.901430356	0.911252155	0.887906605	0.899675838	0.90996366	0.905354006
OVCAR-4	0.903966677	0.816184428	0.892426389	0.889756266	0.906153116	0.896182717	0.907669952	0.906508183	0.879795458	0.902441431	0.910647056	0.884655124	0.911344048	0.910246526	0.917165325	0.912701474	0.904790219	0.738372395	0.854786683	0.849574941	0.87238636	0.857577911	0.859555912	0.866952233	0.889225549	0.881700327	0.879406345	0.885835109	0.883361823	0.867083919	0.889263853	0.897636839	0.896180467	0.908387891	0.921576172	0.91425304	0.912576023	0.89900461	0.914231345	0.920333732	0.897028477	0.886322008	0.928781979	0.94245307	1	0.87563955	0.918796651	0.925189168	0.912923424	0.91062961	0.907530244	0.913507586	0.909650951	0.917029011	0.923940789	0.910423248	0.905213836	0.923473162	0.922750931
OVCAR-5	0.873160484	0.832572126	0.854329277	0.857744476	0.873346771	0.859933905	0.899049682	0.861270111	0.852236336	0.862791504	0.876367195	0.866071724	0.876263336	0.900782225	0.873827538	0.889875432	0.884798993	0.763979465	0.839072273	0.864150017	0.83138994	0.845467982	0.84865794	0.837705556	0.873161471	0.850115532	0.86479903	0.851278352	0.857172664	0.850101274	0.860249282	0.871296683	0.860410383	0.8986919	0.884703834	0.890366523	0.888123632	0.892864077	0.874794116	0.882316096	0.871541331	0.872743331	0.875728639	0.862922733	0.87563955	1	0.879412056	0.871930429	0.891634877	0.882299868	0.87262061	0.886623835	0.867066581	0.900688663	0.89192646	0.866075307	0.880893069	0.887854211	0.880933332
OVCAR-8	0.895157681	0.80391645	0.906917897	0.906421137	0.884730796	0.9135324	0.919436186	0.919450088	0.878451414	0.906674047	0.911178171	0.863635334	0.900890873	0.905081571	0.917034628	0.893480251	0.888334906	0.709489929	0.86117807	0.847845142	0.879882316	0.862517067	0.850346491	0.864639582	0.914656435	0.882002645	0.892191593	0.901105516	0.891322043	0.876297972	0.891946727	0.902400091	0.907114856	0.912975348	0.917849774	0.936984704	0.926641018	0.900812983	0.927392727	0.903022335	0.903802727	0.895545413	0.912518525	0.912133143	0.918796651	0.879412056	1	0.91768881	0.963393819	0.913350778	0.925163766	0.927702526	0.902692488	0.923622637	0.930299351	0.913178893	0.938607862	0.931301143	0.924470062
SK-OV-3	0.885143161	0.842258918	0.887309138	0.882490941	0.885820194	0.89611864	0.911503209	0.908597884	0.87455497	0.900747184	0.917938523	0.870976526	0.90125608	0.908468861	0.912441564	0.896401373	0.898277158	0.758346972	0.853083135	0.841610074	0.870344504	0.851459318	0.835446546	0.844806548	0.901451772	0.879192377	0.86651163	0.887099616	0.878887146	0.851007095	0.879518369	0.893302331	0.890492248	0.91104969	0.922218698	0.92259723	0.912671636	0.898893888	0.914405753	0.915326981	0.879599009	0.880892857	0.935963462	0.912541273	0.925189168	0.871930429	0.91768881	1	0.907005143	0.922709349	0.90128184	0.926603254	0.904023097	0.916759057	0.934887777	0.920404532	0.911992106	0.930395181	0.933595759
NCI/ADR-RES	0.893754165	0.844873486	0.892896993	0.905494109	0.902497119	0.890765162	0.925280029	0.911484375	0.889410461	0.906628981	0.919773256	0.860727698	0.903955612	0.926312053	0.906856522	0.899348182	0.897955621	0.770300529	0.896440417	0.865359829	0.877407909	0.87133105	0.871883432	0.855925441	0.91314721	0.889071011	0.885045414	0.892321814	0.886849722	0.870290248	0.901162761	0.912113934	0.902590679	0.903254168	0.919743397	0.929572157	0.921450042	0.915655943	0.925404723	0.904940323	0.90191354	0.911642613	0.90818296	0.896946828	0.912923424	0.891634877	0.963393819	0.907005143	1	0.918929672	0.90877493	0.914492315	0.891069248	0.929693901	0.925847724	0.910860414	0.929330638	0.926629813	0.92490043
PC-3	0.892006174	0.844749941	0.896595044	0.898958683	0.892884784	0.884889613	0.930345	0.914123516	0.892164485	0.911025807	0.932588458	0.870660587	0.913250151	0.921909995	0.914067135	0.900834364	0.910180037	0.763252928	0.862415744	0.845709367	0.866955861	0.848020613	0.851875618	0.84588406	0.916842041	0.897882339	0.883170974	0.901530706	0.892543681	0.86933515	0.8927522	0.9115413	0.906501064	0.90052176	0.925770573	0.937120495	0.933681635	0.9090134	0.925801378	0.913799564	0.888473559	0.890786761	0.91013685	0.897178682	0.91062961	0.882299868	0.913350778	0.922709349	0.918929672	1	0.901526606	0.923140552	0.900571643	0.9147012	0.927002225	0.923220428	0.91267932	0.92473854	0.933297871
DU-145	0.892376699	0.783764101	0.886388008	0.890331628	0.893140195	0.887481247	0.901090365	0.895957243	0.875428434	0.893852772	0.896513577	0.868986263	0.898476041	0.901166999	0.908536845	0.896248597	0.88963661	0.706737721	0.842061217	0.833851398	0.860204686	0.854997	0.863088332	0.857694396	0.887775638	0.872136184	0.882420996	0.882640414	0.873799021	0.870611986	0.875851394	0.886976494	0.884911224	0.917421774	0.917994957	0.915838834	0.909469278	0.886440636	0.917367636	0.909284768	0.919921817	0.87913452	0.900359888	0.900010989	0.907530244	0.87262061	0.925163766	0.90128184	0.90877493	0.901526606	1	0.911680288	0.904814473	0.916858697	0.912822273	0.890396855	0.909216296	0.913218887	0.901556623
786-0	0.889138102	0.827478925	0.910844898	0.900849741	0.881129923	0.904115781	0.934734133	0.929587203	0.886442083	0.915055303	0.929223098	0.867593197	0.901616532	0.908743209	0.913043261	0.897031125	0.89359603	0.734904021	0.858163319	0.850597889	0.869185037	0.863480011	0.850159711	0.861356614	0.918569084	0.889068358	0.893908248	0.90464378	0.899012278	0.875472084	0.890913467	0.90824159	0.907980992	0.917995211	0.920921469	0.9422971	0.932873739	0.907337241	0.920449484	0.905063935	0.899748025	0.884715325	0.91597074	0.902325201	0.913507586	0.886623835	0.927702526	0.926603254	0.914492315	0.923140552	0.911680288	1	0.93111633	0.940165896	0.94818357	0.945253232	0.922549835	0.951952247	0.942281721
A498	0.871873104	0.80770064	0.899942765	0.896063544	0.873516386	0.8931147	0.918900576	0.912886757	0.881636072	0.905557119	0.908554907	0.868343834	0.891506794	0.88887601	0.883682461	0.893744483	0.881003728	0.721534035	0.82533139	0.828643374	0.849644261	0.838382854	0.843467859	0.852524823	0.900967396	0.874907017	0.877486333	0.878069238	0.878251556	0.859333364	0.873360425	0.892089174	0.883747766	0.92424647	0.911336359	0.906641621	0.911930899	0.91119305	0.89697492	0.889912264	0.908994093	0.858240657	0.901944803	0.891503272	0.909650951	0.867066581	0.902692488	0.904023097	0.891069248	0.900571643	0.904814473	0.93111633	1	0.928229549	0.943223909	0.931251881	0.9038444	0.924714952	0.91974407
ACHN	0.895079129	0.840825111	0.898781401	0.899733504	0.897243149	0.898480228	0.927836494	0.912185039	0.88831605	0.907336765	0.922730138	0.872957534	0.902800785	0.92248388	0.907075791	0.908380227	0.901259518	0.762449983	0.866686919	0.859866992	0.86318921	0.868359621	0.863247569	0.856741817	0.9124316	0.896360774	0.894884525	0.891194142	0.892224639	0.875636786	0.895721454	0.904754972	0.898516034	0.926411849	0.924608098	0.927529609	0.92403637	0.925817375	0.914943756	0.905125334	0.909018283	0.896702833	0.917973472	0.901430356	0.917029011	0.900688663	0.923622637	0.916759057	0.929693901	0.9147012	0.916858697	0.940165896	0.928229549	1	0.95175581	0.92820409	0.923354318	0.950647627	0.948994696
CAKI-1	0.89050818	0.839681618	0.914303411	0.912495369	0.892632791	0.908459743	0.933747879	0.928015244	0.895495757	0.916708431	0.929216102	0.876912664	0.90371659	0.915212898	0.908615772	0.905660275	0.900659235	0.752891087	0.856358302	0.854489234	0.872385328	0.859023526	0.858179733	0.863170957	0.924841386	0.896933348	0.890365235	0.898695346	0.893801192	0.875736808	0.895121692	0.910216273	0.905531241	0.929236282	0.930560961	0.941791858	0.934800854	0.921151814	0.924888494	0.91071852	0.905107985	0.891371026	0.928793631	0.911252155	0.923940789	0.89192646	0.930299351	0.934887777	0.925847724	0.927002225	0.912822273	0.94818357	0.943223909	0.95175581	1	0.939196607	0.93471117	0.949625514	0.952519676
RXF-393	0.865854175	0.836341483	0.916220286	0.906150238	0.86805429	0.881934879	0.923848557	0.942954916	0.887393003	0.926844287	0.93012621	0.842395783	0.888357761	0.893952347	0.895159312	0.885342991	0.872671681	0.738456225	0.847232438	0.827282851	0.848535333	0.834977233	0.836695381	0.836823645	0.908075418	0.897258921	0.882423083	0.89675873	0.892572521	0.857480455	0.885516055	0.903996033	0.900809234	0.887543681	0.921348257	0.932742657	0.937569857	0.910860589	0.915759608	0.890518914	0.878625787	0.875731517	0.905307616	0.887906605	0.910423248	0.866075307	0.913178893	0.920404532	0.910860414	0.923220428	0.890396855	0.945253232	0.931251881	0.92820409	0.939196607	1	0.905491395	0.940549167	0.943021648
SN12C	0.883203474	0.839093247	0.902610041	0.903906443	0.885107422	0.920733346	0.926535164	0.914672266	0.88077856	0.90232293	0.914427306	0.864236233	0.888227629	0.907190704	0.897628047	0.890249866	0.888358445	0.744314265	0.864227722	0.859804699	0.880966104	0.863895327	0.856967441	0.867763514	0.927872606	0.87995858	0.882071597	0.892621084	0.886080858	0.866187943	0.891811676	0.903426014	0.901411002	0.917744316	0.910429537	0.930241002	0.925014173	0.915241257	0.918106338	0.900737204	0.898710582	0.891092001	0.906873577	0.899675838	0.905213836	0.880893069	0.938607862	0.911992106	0.929330638	0.91267932	0.909216296	0.922549835	0.9038444	0.923354318	0.93471117	0.905491395	1	0.922193011	0.924749267
TK-10	0.897242667	0.837581944	0.894469667	0.901453721	0.894509067	0.892839102	0.922608963	0.918764373	0.884730595	0.90515977	0.922600059	0.875514454	0.914294441	0.919793645	0.919550204	0.908834205	0.904315339	0.751334186	0.866656365	0.855339778	0.875323016	0.858708669	0.860283855	0.865988319	0.91781106	0.893481953	0.887717003	0.902923668	0.896588957	0.873721092	0.89576508	0.907923997	0.907659405	0.916602607	0.928271252	0.936536599	0.932338745	0.914692296	0.927247405	0.912695762	0.895303395	0.893119606	0.923991593	0.90996366	0.923473162	0.887854211	0.931301143	0.930395181	0.926629813	0.92473854	0.913218887	0.951952247	0.924714952	0.950647627	0.949625514	0.940549167	0.922193011	1	0.948322944
UO-31	0.88071241	0.851990199	0.90658608	0.896690598	0.887031943	0.895966099	0.929726332	0.927518321	0.889572298	0.914657335	0.931249896	0.863032846	0.905095469	0.913591702	0.911150856	0.896590518	0.895099561	0.763037547	0.857584917	0.84279095	0.860316432	0.846319239	0.842901159	0.843416378	0.920199209	0.901137007	0.880684527	0.900061979	0.892549421	0.864862937	0.891976748	0.908024367	0.904212794	0.905233741	0.931198499	0.948225715	0.934219418	0.922088581	0.922759735	0.911031214	0.880371017	0.883804389	0.922319919	0.905354006	0.922750931	0.880933332	0.924470062	0.933595759	0.92490043	0.933297871	0.901556623	0.942281721	0.91974407	0.948994696	0.952519676	0.943021648	0.924749267	0.948322944	1
